filename,width,height,class,xmin,ymin,xmax,ymax
FishDataset279_png.rf.Agv38aPuUuYhAzc8I8jR.jpg,416,416,tuna,60,138,258,239
FishDataset279_png.rf.Agv38aPuUuYhAzc8I8jR.jpg,416,416,tuna,24,277,154,363
FishDataset279_png.rf.Agv38aPuUuYhAzc8I8jR.jpg,416,416,tuna,127,268,317,365
FishDataset290_png.rf.AJ4SaVHHU3x9TZzXBglo.jpg,416,416,shark,125,137,272,355
FishDataset160_png.rf.CkO5JnAATBCw0AdEo6ac.jpg,416,416,jack,81,56,402,322
FishDataset542_png.rf.BigrQ7hmWwKH4bSbfIJ2.jpg,416,416,grouper,59,56,415,414
FishDataset246_png.rf.BIRE5wQnkgQ4i1EZnG2N.jpg,416,416,parrot,50,88,409,317
FishDataset723_png.rf.CJDQb76KF0RWf8IB0Yzz.jpg,416,416,snapper,103,187,319,307
FishDataset73_png.rf.BM2tCtapAr5NB5ItcAUH.jpg,416,416,tuna,95,64,414,314
FishDataset73_png.rf.BM2tCtapAr5NB5ItcAUH.jpg,416,416,tuna,271,283,404,390
FishDataset73_png.rf.BM2tCtapAr5NB5ItcAUH.jpg,416,416,tuna,254,20,389,129
FishDataset43_png.rf.Dl7fLQVUyg1FiRif0rUy.jpg,416,416,parrot,181,139,302,229
FishDataset43_png.rf.Dl7fLQVUyg1FiRif0rUy.jpg,416,416,damsel,206,282,277,351
FishDataset43_png.rf.Dl7fLQVUyg1FiRif0rUy.jpg,416,416,parrot,14,52,107,147
FishDataset43_png.rf.Dl7fLQVUyg1FiRif0rUy.jpg,416,416,damsel,16,257,65,327
FishDataset259_png.rf.DEvCbCdWxamn7fTuhbMl.jpg,416,416,parrot,33,109,380,327
FishDataset545_png.rf.DTSnaYmKby6DeFqqnVpO.jpg,416,416,shark,44,44,192,143
FishDataset545_png.rf.DTSnaYmKby6DeFqqnVpO.jpg,416,416,shark,159,82,274,205
FishDataset545_png.rf.DTSnaYmKby6DeFqqnVpO.jpg,416,416,shark,267,110,379,228
FishDataset543_png.rf.AHvCiaYI1X9R6ahBWZ39.jpg,416,416,damsel,138,56,186,131
FishDataset543_png.rf.AHvCiaYI1X9R6ahBWZ39.jpg,416,416,parrot,27,112,383,279
FishDataset570_png.rf.ER8vMGmj8ibGF6aoqFyu.jpg,416,416,parrot,147,123,392,290
FishDataset208_png.rf.Fc2Wm2wVJVl16Uudm1wd.jpg,416,416,surgeon,33,213,244,413
FishDataset533_png.rf.DEgnMyQcnmK9SyrWlfd0.jpg,416,416,parrot,127,109,306,248
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,129,2,322,101
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,76,277,207,391
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,142,129,312,254
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,254,14,415,114
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,265,329,408,413
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,320,200,404,246
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,61,53,197,120
FishDataset69_png.rf.DmXVFuxui0YB3f9635xb.jpg,416,416,jack,0,137,135,203
FishDataset477_png.rf.Eg4xC5y0hDRakY3p4RwM.jpg,416,416,surgeon,28,25,313,295
FishDataset8_png.rf.Fho862H5wDW6WJ4ns9tD.jpg,416,416,shark,86,69,409,273
FishDataset625_png.rf.FuxJThIVKnGoQGsCbsUe.jpg,416,416,grouper,24,37,391,370
FishDataset211_png.rf.EfLDtVHhVjkjmd3hSpZA.jpg,416,416,tuna,0,115,404,332
FishDataset136_png.rf.DU35jnYnSWJOMuBGwPH4.jpg,416,416,tuna,7,94,381,320
FishDataset418_png.rf.ErZd1YKCb2nq74vKla3M.jpg,416,416,snapper,66,136,320,302
FishDataset734_png.rf.FosMuRRVL0F0k2249lKA.jpg,416,416,tuna,9,5,171,121
FishDataset734_png.rf.FosMuRRVL0F0k2249lKA.jpg,416,416,tuna,71,98,279,228
FishDataset734_png.rf.FosMuRRVL0F0k2249lKA.jpg,416,416,tuna,67,230,387,411
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,1,54,70,106
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,0,78,38,132
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,7,237,106,318
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,65,295,142,380
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,269,303,349,370
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,211,304,263,405
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,168,312,218,410
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,39,145,127,230
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,83,54,156,131
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,122,89,199,140
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,134,106,198,176
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,0,137,60,203
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,177,195,261,241
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,178,98,221,161
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,214,87,254,139
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,250,108,272,139
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,305,108,371,150
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,318,125,394,182
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,261,184,367,245
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,307,226,396,287
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,219,245,291,299
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,203,143,271,192
FishDataset48_png.rf.DwuBrcmk5pE0asszdhcE.jpg,416,416,surgeon,311,293,377,333
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,159,47,236,83
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,57,75,122,117
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,292,26,373,67
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,196,81,278,117
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,111,86,192,122
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,8,136,44,164
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,222,40,280,69
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,196,13,280,47
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,233,76,354,120
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,121,114,194,141
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,63,132,135,171
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,189,124,298,182
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,46,209,118,235
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,168,192,294,231
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,240,147,359,182
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,299,109,403,142
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,268,196,399,249
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,119,236,241,282
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,76,275,205,311
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,217,240,344,276
FishDataset456_png.rf.EzDQjmWIBHTciFiO16Lz.jpg,416,416,snapper,273,266,397,312
FishDataset336_png.rf.EYwuGKXny6h4FcjZKWhD.jpg,416,416,snapper,87,28,415,338
FishDataset142_png.rf.GV3BKeEHs6YjVNO8CnxY.jpg,416,416,surgeon,220,57,263,157
FishDataset142_png.rf.GV3BKeEHs6YjVNO8CnxY.jpg,416,416,surgeon,44,167,258,414
FishDataset361_png.rf.GeKFhRLOFK9rv3HD5TAx.jpg,416,416,surgeon,184,118,311,201
FishDataset386_png.rf.EUqayxGloqHlyjMfjiF4.jpg,416,416,shark,7,214,269,345
FishDataset386_png.rf.EUqayxGloqHlyjMfjiF4.jpg,416,416,shark,198,56,396,332
FishDataset559_png.rf.EpvsW8KKh9a4AIEvNLLO.jpg,416,416,tuna,36,84,381,289
FishDataset400_png.rf.GnxOGGZsm4Vwvkg5rULx.jpg,416,416,jack,15,81,377,293
FishDataset39_png.rf.DWBaDhmu6UgzjOY6AH5U.jpg,416,416,grouper,198,186,384,294
FishDataset310_png.rf.FIK9tiQJAOBas3ClR2x4.jpg,416,416,jack,18,47,347,260
FishDataset310_png.rf.FIK9tiQJAOBas3ClR2x4.jpg,416,416,jack,0,203,147,348
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,63,59,98,91
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,27,115,53,172
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,54,72,87,115
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,82,115,123,159
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,128,76,168,115
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,163,41,226,83
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,233,9,288,46
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,4,154,26,193
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,275,50,323,92
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,169,143,222,182
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,211,116,268,174
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,129,165,178,224
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,66,196,110,250
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,79,242,124,305
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,185,272,226,316
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,228,192,290,250
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,264,313,310,353
FishDataset671_png.rf.G8zTQo7O4cEdFNuhWtyJ.jpg,416,416,tuna,299,115,355,155
FishDataset641_png.rf.GlfGEG7dKsieOOSLAETG.jpg,416,416,grouper,113,39,260,264
FishDataset403_png.rf.GY9TXypuYYXArxnl27kT.jpg,416,416,snapper,20,28,361,382
FishDataset453_png.rf.DLlcmReHX629uLLIQM7X.jpg,416,416,snapper,85,0,248,77
FishDataset453_png.rf.DLlcmReHX629uLLIQM7X.jpg,416,416,snapper,62,240,170,369
FishDataset453_png.rf.DLlcmReHX629uLLIQM7X.jpg,416,416,snapper,47,82,251,198
FishDataset453_png.rf.DLlcmReHX629uLLIQM7X.jpg,416,416,snapper,263,47,321,201
FishDataset453_png.rf.DLlcmReHX629uLLIQM7X.jpg,416,416,snapper,118,182,325,312
FishDataset313_png.rf.Gyj65YoKspMLMN68nbVn.jpg,416,416,jack,24,106,370,337
FishDataset642_png.rf.GtqZPFgcEuzdsI2YQCoB.jpg,416,416,snapper,39,64,401,399
FishDataset642_png.rf.GtqZPFgcEuzdsI2YQCoB.jpg,416,416,snapper,37,0,388,297
FishDataset51_png.rf.IH2Yh0Y60baqoCxeWoKv.jpg,416,416,snapper,36,124,375,294
FishDataset237_png.rf.HmdPRHvbIVzEt8Ye2YlK.jpg,416,416,shark,53,24,388,392
FishDataset646_png.rf.HwzaehVtRT0KQYO8jRF2.jpg,416,416,parrot,104,61,301,209
FishDataset438_png.rf.IHbg1USnEMwR4arbbJTa.jpg,416,416,grouper,57,113,250,210
FishDataset438_png.rf.IHbg1USnEMwR4arbbJTa.jpg,416,416,grouper,67,234,281,355
FishDataset57_png.rf.ILD4ggJhQHQNDcSnwIY5.jpg,416,416,surgeon,37,105,205,333
FishDataset57_png.rf.ILD4ggJhQHQNDcSnwIY5.jpg,416,416,surgeon,114,74,349,341
FishDataset320_png.rf.JlSghslN0h6NKS7natVb.jpg,416,416,snapper,19,28,398,392
FishDataset92_png.rf.IRwy5rmKBRpyklxRuLfW.jpg,416,416,shark,1,75,303,291
FishDataset678_png.rf.HhDvrjK8Pzz65icMaJV4.jpg,416,416,surgeon,56,53,179,283
FishDataset678_png.rf.HhDvrjK8Pzz65icMaJV4.jpg,416,416,surgeon,153,6,291,317
FishDataset634_png.rf.JjLA2hHXYJFG29q8AJM1.jpg,416,416,grouper,71,117,380,369
FishDataset166_png.rf.IQfhR4Ly2Guw1va593LK.jpg,416,416,tuna,183,114,349,183
FishDataset166_png.rf.IQfhR4Ly2Guw1va593LK.jpg,416,416,tuna,207,300,332,354
FishDataset729_png.rf.IIoVuWWu0evamzi8sWLt.jpg,416,416,tuna,46,227,383,407
FishDataset423_png.rf.J7WaKqQZviWy1rE3aBrE.jpg,416,416,parrot,51,119,368,314
FishDataset571_png.rf.IQhyz4bfcBeyEgzdvozi.jpg,416,416,grouper,27,79,186,269
FishDataset155_png.rf.HHtIZBa0RVYHhAbV56hX.jpg,416,416,jack,135,122,330,291
FishDataset155_png.rf.HHtIZBa0RVYHhAbV56hX.jpg,416,416,jack,244,201,410,305
FishDataset612_png.rf.HfwsQ0MjvWLtgy7lOnTN.jpg,416,416,surgeon,73,116,350,290
FishDataset513_png.rf.JBSlw8npGE58l1xS8gwI.jpg,416,416,shark,38,39,407,332
FishDataset630_png.rf.JAn6oTVWPnl0gutw8dIG.jpg,416,416,grouper,54,156,253,271
FishDataset699_png.rf.GtAJfCPSPNnYHyucQl2z.jpg,416,416,jack,100,100,371,319
FishDataset561_png.rf.K7rdnMcDIL421mxF86m6.jpg,416,416,snapper,144,52,301,155
FishDataset561_png.rf.K7rdnMcDIL421mxF86m6.jpg,416,416,snapper,276,225,415,314
FishDataset561_png.rf.K7rdnMcDIL421mxF86m6.jpg,416,416,snapper,37,156,181,242
FishDataset561_png.rf.K7rdnMcDIL421mxF86m6.jpg,416,416,snapper,164,271,271,415
FishDataset518_png.rf.JSV0TNiedlrOvFqaBNZe.jpg,416,416,surgeon,65,126,392,306
FishDataset516_png.rf.KhrX261IAXqNy7HTMpB9.jpg,416,416,shark,12,138,387,304
FishDataset437_png.rf.Kxn5nqktzeqW6aJt1eKh.jpg,416,416,snapper,0,62,164,217
FishDataset437_png.rf.Kxn5nqktzeqW6aJt1eKh.jpg,416,416,snapper,146,3,328,109
FishDataset437_png.rf.Kxn5nqktzeqW6aJt1eKh.jpg,416,416,snapper,3,197,176,331
FishDataset437_png.rf.Kxn5nqktzeqW6aJt1eKh.jpg,416,416,snapper,271,248,414,400
FishDataset437_png.rf.Kxn5nqktzeqW6aJt1eKh.jpg,416,416,snapper,120,187,267,354
FishDataset437_png.rf.Kxn5nqktzeqW6aJt1eKh.jpg,416,416,snapper,228,19,394,175
FishDataset31_png.rf.II8HlYGuynDbFMZB4zit.jpg,416,416,jack,37,13,362,354
FishDataset645_png.rf.LjkN72hc4pcihPLV5PAn.jpg,416,416,shark,90,68,397,327
FishDataset725_png.rf.Mm9WbYX1Cw9AlWnI1WZP.jpg,416,416,snapper,42,68,263,203
FishDataset725_png.rf.Mm9WbYX1Cw9AlWnI1WZP.jpg,416,416,snapper,166,182,366,303
FishDataset693_png.rf.LeE3nCL0tTc9aRephAfT.jpg,416,416,snapper,28,46,406,349
FishDataset167_png.rf.Kx4dp54j0vvgqhKLT4Tn.jpg,416,416,snapper,76,39,216,286
FishDataset150_png.rf.LIEG28hUYtRnGUnR6ucZ.jpg,416,416,tuna,39,90,400,396
FishDataset23_png.rf.K121Tuh0yIU8lxENldz7.jpg,416,416,grouper,184,0,252,320
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,170,22,209,108
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,275,41,337,134
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,357,104,415,190
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,331,160,398,257
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,282,310,388,412
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,320,250,371,308
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,190,263,238,397
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,161,140,270,289
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,249,175,305,272
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,189,71,247,168
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,125,11,159,127
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,90,30,108,106
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,100,200,141,276
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,88,317,112,377
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,80,276,99,325
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,77,209,98,278
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,138,276,181,379
FishDataset77_png.rf.JmpA25E3lPniKDxA7rHp.jpg,416,416,surgeon,19,160,42,240
FishDataset502_png.rf.MArLiYj0DeA21qwtHlU3.jpg,416,416,grouper,10,68,402,346
FishDataset91_png.rf.M8H8EikwNpjBciKmvHRk.jpg,416,416,grouper,137,142,334,326
FishDataset177_png.rf.MWGjnMYi76P7MRg3p04i.jpg,416,416,surgeon,147,125,379,381
FishDataset552_png.rf.LaZMBGlPWCaebzxTvedT.jpg,416,416,jack,2,62,173,208
FishDataset552_png.rf.LaZMBGlPWCaebzxTvedT.jpg,416,416,jack,158,178,262,263
FishDataset552_png.rf.LaZMBGlPWCaebzxTvedT.jpg,416,416,jack,274,219,353,289
FishDataset681_png.rf.MRyUa0prEC5RSUcvqi5U.jpg,416,416,tuna,15,39,407,335
FishDataset621_png.rf.KQoAHUfPaKqfCnmH4k8z.jpg,416,416,snapper,25,86,406,346
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,286,83,319,140
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,299,113,340,185
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,271,215,315,274
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,279,346,317,408
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,190,344,221,403
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,216,209,255,282
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,240,81,272,134
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,264,121,293,172
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,82,300,120,349
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,100,175,135,228
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,117,218,151,277
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,147,180,180,225
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,159,247,200,298
FishDataset613_png.rf.MQ4Fh5irPHRTkHhvcBaO.jpg,416,416,surgeon,140,330,175,384
FishDataset0_png.rf.MjzHQ5KS1fWelHkx8KDo.jpg,416,416,jack,114,124,198,177
FishDataset0_png.rf.MjzHQ5KS1fWelHkx8KDo.jpg,416,416,jack,216,133,277,184
FishDataset0_png.rf.MjzHQ5KS1fWelHkx8KDo.jpg,416,416,jack,89,160,159,232
FishDataset0_png.rf.MjzHQ5KS1fWelHkx8KDo.jpg,416,416,jack,136,172,218,219
FishDataset457_png.rf.Nv5CGscWT2BVsvyN50zP.jpg,416,416,jack,61,129,399,346
FishDataset190_png.rf.LGN4IBpqePh377HPQNhj.jpg,416,416,jack,48,138,297,357
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,178,36,347,142
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,84,26,162,92
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,226,3,337,86
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,120,84,265,186
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,16,114,182,220
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,214,183,412,306
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,92,186,228,250
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,0,310,70,400
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,112,284,206,391
FishDataset4_png.rf.JupGrExXsj939syU1WXp.jpg,416,416,snapper,298,327,415,413
FishDataset547_png.rf.MHSi8sIWImP1TrWTL36L.jpg,416,416,snapper,66,139,367,273
FishDataset482_png.rf.P2fNNgHwawR5QaBnNk9R.jpg,416,416,tuna,19,149,361,308
FishDataset96_png.rf.MygLWVt5yaxOqFhw7ava.jpg,416,416,shark,28,125,385,321
